StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders,AvgUnitPrice
20830,SILVER PHOTO FRAME,407,964.61,82,2.990722891566265
90175A,WHITE GLASS CHUNKY CHARM BRACELET,107,964.45,62,9.030806451612902
20773,BLUE PAISLEY NOTEBOOK,3339,963.98,117,1.7422499999999999
23107,WHITE HEARTS WIRE PLANT POT HOLDER,343,963.27,71,3.2097183098591553
20774,GREEN FERN NOTEBOOK,3484,962.48,119,1.7389999999999999
22682,FRENCH BLUE METAL DOOR SIGN 7,723,961.81,124,1.6152
21691,SILVER VANILLA FLOWER CANDLE POT,249,960.99,72,3.9889873417721518
85197,SET OF 12 MINI BUNNIES IN A BUCKET,1669,959.46,74,2.0594736842105266
85130D,BEADED CRYSTAL HEART PINK LARGE,788,958.85,107,1.7815454545454545
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,445,957.73,14,3.3414285714285716
21805,WHITE CHRISTMAS TREE DECORATION,2221,957.63,103,0.5065714285714286
22994,TRAVEL CARD WALLET RETROSPOT,2194,956.94,218,0.5283105022831049
84360,TABLE LAMP WHITE SHADE WOOD BASE,179,956.89,40,6.240243902439024
22512,DOORSTOP RACING CAR DESIGN,384,956.1700000000001,71,3.630985915492958
23529,WALL ART DOLLY GIRL,319,956.0500000000001,26,4.647307692307693
22246,MAGIC GARDEN FELT GARLAND,425,955.5899999999999,93,2.836021505376344
23380,PACK OF 12 VINTAGE DOILY TISSUES,2272,955.42,119,0.48677685950413224
84664,CHERRY BLOSSOM BATHROOM CABINET,193,955.35,51,4.95
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,2907,954.15,77,0.7558974358974359
20758,ABSTRACT CIRCLES POCKET BOOK,5425,953.42,95,0.8189690721649484
84509C,SET OF 4 POLKADOT PLACEMATS,200,953.37,92,5.280760869565217
85032B,BLOSSOM IMAGES GIFT WRAP SET,982,953.34,152,1.265657894736842
21711,FOLDING UMBRELLA  WHITE/RED  SPOT,262,953.0,28,4.902142857142857
84660B,BLACK STITCHED WALL CLOCK,752,952.66,67,3.4652238805970152
21060,PARTY INVITES BALLOON GIRL,1276,952.55,151,0.940794701986755
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,737,952.51,85,1.4786206896551723
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,856,950.4,113,2.016725663716814
21129,SILVER FISHING GNOME,124,949.44,60,9.0145
85124B,BLUE JUICY FRUIT PHOTO FRAME,355,948.7,104,3.023653846153846
37492B,BLUE YELLOW FLOWER PIGGY BANK,489,946.72,44,3.6697727272727274
21331,MOROCCAN BEATEN METAL DISH LARGE,110,946.68,30,14.569333333333333
85032C,CURIOUS IMAGES GIFT WRAP SET,886,946.59,161,1.3662345679012344
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1666,946.31,111,1.2257657657657657
22939,ADULT APRON APPLE DELIGHT,184,945.88,45,6.362
20778,GARDEN PATH NOTEBOOK,3611,944.36,90,1.808021978021978
22986,WRAP GINGHAM ROSE,2276,943.92,82,0.41926829268292676
22529,MAGIC DRAWING SLATE GO TO THE FAIR,2341,943.71,153,0.4566233766233766
85031A,ROMANTIC IMAGES SCRAP BOOK SET,477,943.44,102,3.543627450980392
22143,CHRISTMAS CRAFT HEART DECORATIONS,446,942.88,70,2.5798591549295775
20998,ROSE DU SUD OVEN GLOVE,324,942.26,127,2.9443307086614174
22096,PINK PAISLEY SQUARE TISSUE BOX,1667,938.86,180,0.9154594594594594
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,93,937.4499999999999,58,10.15508474576271
84817,DANISH ROSE DECORATIVE PLATE,1059,937.4399999999999,79,1.6346250000000002
84905,PINK BUTTERFLY CUSHION COVER,259,937.0899999999999,99,4.873434343434343
23178,JAM CLOCK MAGNET,327,936.89,68,3.360294117647059
85121B,RETRO LAUNDRY TUB PINK,86,936.74,48,12.071875
23540,WALL ART THE MAGIC FOREST,148,933.16,13,8.537692307692309
85226A,WHITE/BLUE PULL BACK RACING CAR,1714,933.0699999999999,144,0.7360264900662251
47504E,ENGLISH ROSE SCISSORS,4387,931.86,48,1.849375
21726,MULTI HEARTS  STICKERS,1077,930.99,155,0.9734177215189872
23179,CLOCK MAGNET MUM'S KITCHEN,324,930.48,53,3.5243396226415094
21720,CAKE SHOP  STICKER SHEET,1068,929.81,112,1.0295535714285715
21880,RED RETROSPOT TAPE,2000,928.9,258,0.518996138996139
21014,SWISS CHALET TREE DECORATION,1850,928.09,189,0.8054123711340206
20831,GOLD PHOTO FRAME,474,927.96,79,2.722625
20775,DAISY NOTEBOOK,3604,926.54,112,1.7398230088495574
84918,CREAM CUSHION COVER WITH FLOWERS,198,925.62,60,6.020666666666667
23099,FRENCH CARRIAGE LANTERN,137,925.35,58,7.039152542372881
23527,ANIMALS AND NATURE WALL ART,267,923.97,17,3.6958823529411764
21284,RETROSPOT CANDLE  SMALL,1139,923.97,80,1.6502500000000002
82607A,GLASS BONBON JAR PARFUME AUX FLEURE,663,923.72,159,1.8113207547169812
72529W,WHITE ADVENT CANDLE,465,923.05,48,2.4962500000000003
84341B,SMALL PINK MAGIC CHRISTMAS TREE,1757,922.18,121,0.8920799999999999
22703,PINK CAT BOWL,513,921.81,165,1.9321818181818182
22268,EASTER DECORATION SITTING BUNNY,1074,921.75,153,1.0505625
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,187,919.8,86,7.181046511627907
22647,CERAMIC LOVE HEART MONEY BANK,1058,919.63,82,1.536951219512195
85121C,RETRO LAUNDRY TUB PISTACHIO,98,918.91,53,9.960943396226416
21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,2636,918.6800000000001,8,1.3425
72045D,ROSES ON BLUE TEACUP CANDLE,539,918.65,6,2.98
21291,SMALL SPOTTY CHOCOLATE GIFT BAG,1073,918.49,77,0.9385714285714285
85130B,BEADED CRYSTAL HEART GREEN LARGE,911,918.33,83,1.6984337349397591
84600,NEW BAROQUE JEWELLERY BOX,108,918.27,52,9.616730769230768
21264,WHITE GOOSE FEATHER TREE 60CM,391,917.8499999999999,68,3.4735294117647055
84907,PINK YELLOW PATCH CUSHION COVER,383,916.83,31,5.774516129032258
23338,EGG FRYING PAN RED,431,915.4,109,2.3390825688073393
22683,FRENCH BLUE METAL DOOR SIGN 8,673,915.3,127,1.673203125
85019A,ROMANTIC IMAGES NOTEBOOK SET,647,915.04,49,2.6844897959183673
21007,ETCHED GLASS DROPLET DECORATION,1927,914.67,48,1.18
23002,TRAVEL CARD WALLET SKULLS,2119,914.37,192,0.5232474226804124
21320,GLASS CHALICE GREEN  LARGE,398,913.34,56,3.1577192982456137
79030G,"TUMBLER, NEW ENGLAND",490,911.76,68,4.180882352941176
84660A,WHITE STITCHED WALL CLOCK,867,907.96,56,2.6855357142857144
22707,WRAP MONSTER FUN,2157,905.94,83,0.42
46000P,POLYESTER FILLER PAD 65CMx65CM,213,905.25,49,4.25
46776C,WOVEN FROST CUSHION COVER,258,905.1,96,4.324742268041237
22288,"DECORATION , HANGING METAL RABBIT",834,904.02,60,1.5062903225806452
23004,TRAVEL CARD WALLET PANTRY,2002,903.16,221,0.6030357142857142
21444,BLUE CHALET BIRDFEEDER,291,902.0300000000001,36,5.461944444444445
23532,WALL ART WORK REST AND PLAY,210,901.5799999999999,31,5.301612903225807
22248,DECORATION  PINK CHICK MAGIC GARDEN,1013,901.5,173,1.0708938547486033
21318,GLASS CHALICE BLUE SMALL,972,900.42,93,1.5972340425531912
21480,PINK STRIPE HOT WATER BOTTLE,285,899.52,57,3.835
84820,DANISH ROSE TRINKET TRAYS,323,899.37,54,5.308518518518519
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,314,898.7199999999999,43,3.8030232558139536
17109B,FLOWER FAIRY INCENSE LAVENDER,4542,896.34,17,1.316470588235294
20941,FROG CANDLE,998,896.28,124,1.7728799999999998
85031B,BLOSSOM IMAGES SCRAP BOOK SET,496,896.09,85,3.3798823529411766
84760L,LARGE HANGING GLASS+ZINC LANTERN,560,896.0,1,1.6
22936,BAKING MOULD ROSE WHITE CHOCOLATE,279,895.97,50,4.326153846153846
23472,NINE DRAWER OFFICE TIDY,58,894.42,33,16.09060606060606
21676,FLOWERS  STICKERS,1193,893.7199999999999,159,1.0138364779874214
84666,SQUARE CHERRY BLOSSOM CABINET,226,892.7,33,3.9499999999999997
20759,CHRYSANTHEMUM POCKET BOOK,5777,891.13,63,0.7725396825396825
20757,RED DAISY POCKET BOOK,5347,890.7,78,0.8440506329113923
17129F,BLUE GLASS GEMS IN BAG,911,890.12,81,1.3855555555555554
85194S,HANGING SPRING FLOWER EGG SMALL,1760,889.4599999999999,131,0.783233082706767
21220,SET/4 BADGES DOGS,659,888.68,159,1.6443749999999997
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,712,888.55,116,1.3849572649572648
21724,PANDA AND BUNNIES STICKER SHEET,996,888.3399999999999,178,1.0143575418994413
85214,TUB 24 PINK FLOWER PEGS,514,886.23,169,1.8383625730994149
23528,SPACEBOY WALL ART,306,885.9000000000001,13,3.582307692307692
84086C,PINK/PURPLE RETRO RADIO,297,884.75,88,3.2385227272727275
20991,JAZZ HEARTS MAGNETIC MEMO PAD,7084,884.56,32,0.9515625000000001
22164,STRING OF STARS CARD HOLDER,315,883.22,49,3.3463265306122447
23502,PLAYING CARDS VINTAGE DOILY,701,880.16,92,1.3027956989247311
84974,S/2 ZINC HEART DESIGN PLANTERS,89,879.55,57,9.932758620689654
72799A,BLACK PILLAR CANDLE SILVER FLOCK,612,877.8000000000001,18,2.4555555555555557
23423,PANTRY 3 HOOK ROLLING PIN HANGER,219,876.9,66,4.536969696969697
21185,HOME SWEET HOME  BLACKBOARD,132,876.29,44,7.369318181818182
21062,PARTY INVITES SPACEMAN,1053,875.87,136,0.8674452554744526
35598B,BLACK CHRISTMAS TREE 60CM,931,874.65,57,2.5542105263157895
90200C,BLUE SWEETHEART BRACELET,206,874.63,98,4.244343434343435
20803,SMALL PINK GLASS SUNDAE DISH,1149,874.46,84,1.6960714285714285
21270,ANTIQUE CREAM CUTLERY CUPBOARD,76,874.43,51,12.022115384615384
22896,PEG BAG APPLE DESIGN,387,874.35,29,2.4879310344827585
90200E,GREEN SWEETHEART BRACELET,209,873.97,91,4.22054945054945
21338,MARAKESH LANTERN SMALL,199,873.25,13,6.314285714285715
84925F,PSYCHEDELIC WALL THERMOMETER,714,873.11,34,2.2376470588235295
85165,CANDY PINK FRENCH BOUDOIR CLOCK,90,872.76,58,10.221379310344828
23479,WIRE EGG BASKET,113,872.38,44,8.26659090909091
21293,MIRRORED DOVE WALL DECORATION,343,872.34,85,3.0056976744186046
21414,SCALLOP SHELL SOAP DISH,1637,870.89,36,2.922972972972973
21147,JINGLE BELLS TREE DECORATION,477,870.48,118,2.1231932773109246
21392,RED SPOTTY PUDDING BOWL,3828,869.23,31,2.504516129032258
23220,REINDEER HEART DECORATION GOLD,993,869.1500000000001,103,1.0827884615384615
84826,ASSTD DESIGN 3D PAPER STICKERS,1734,869.08,51,0.6558490566037736
17033,"BROCADE PURSE,SMALL ARCH BUTTON",3280,867.84,69,0.28536231884057967
22322,BIRD DECORATION GREEN POLKADOT,939,867.5899999999999,164,1.1766463414634147
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,721,867.4499999999999,126,2.1927777777777773
20658,RED RETROSPOT LUGGAGE TAG,584,866.06,158,1.6828395061728396
23545,WRAP RED VINTAGE DOILY,2100,866.0,68,0.41884057971014493
21398,RED POLKADOT COFFEE  MUG,1585,864.1099999999999,73,1.5365753424657536
85166B,BLACK METAL BAROQUE PHOTO FRAME,510,864.1,38,3.8473684210526313
85161,ACRYLIC GEOMETRIC LAMP,51,863.85,32,18.25212121212121
21255,"FRENCH BOTTLE , LAVENDER",476,860.08,96,2.3885416666666663
84632,DECORATIVE HANGING SHELVING UNIT,15,859.25,11,59.040909090909096
22486,PLASMATRONIC LAMP,104,856.4,40,9.821
21635,MADRAS NOTEBOOK LARGE,398,855.24,42,3.29046511627907
84578,ELEPHANT TOY WITH BLUE T-SHIRT,222,854.91,112,3.86859649122807
21478,SILVER SKULL HOT WATER BOTTLE,204,854.23,92,4.4205376344086025
23525,BUFFALO BILL WALL ART,248,852.72,16,3.6925
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",783,852.49,199,1.7849246231155778
20756,GREEN FERN POCKET BOOK,5728,851.5600000000001,64,0.8060937499999999
35954,SMALL FOLKART STAR CHRISTMAS DEC,2181,850.49,111,1.2202678571428571
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL,183,849.91,46,5.996086956521739
21458,2 PICTURE BOOK EGGS EASTER BUNNY,768,849.24,88,1.635
20897,VINTAGE NOTEBOOK PARIS DAYS,351,848.7,75,3.8476
22547,MINI JIGSAW DINOSAUR,1980,846.82,189,0.5929687499999999
22229,BUNNY WOODEN PAINTED WITH FLOWER,1007,845.3,185,1.0193650793650793
22820,GIFT BAG BIRTHDAY,1353,845.13,110,0.6358558558558558
90161C,ANT COPPER LIME BOUDICCA BRACELET,169,843.91,100,5.0213
37423,WHITE WITH BLACK CATS PLATE,6168,843.88,70,1.330285714285714
20936,FORKED CACTUS CANDLE,333,843.39,76,3.6732894736842105
21300,ANTIQUE EDWARDIAN DRESSER,53,841.7,12,23.479166666666668
21128,GOLD FISHING GNOME,126,841.63,57,9.536315789473685
23564,EGG CUP MILKMAID INGRID,644,841.31,76,1.7567105263157894
84782A,PINK 3 TIER GLASS PLATE STAND,119,840.45,26,9.903846153846153
23551,PACK OF 12 PAISLEY PARK TISSUES,1840,839.8399999999999,136,0.5168115942028985
79342B,BROWN FLOWER LIGHTS,120,838.52,35,8.864857142857142
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,1039,838.3499999999999,116,0.914915254237288
17039,INLAID WOOD INCENSE HOLDER,3707,837.88,43,0.3774418604651163
84762B,PINK PICNIC BARBECUE BUCKET,113,837.77,48,8.7825
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,165,837.6,35,6.259722222222222
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",1285,837.23,141,1.6756338028169013
40018E,TEA TIME PAPER LANTERNS,384,837.02,81,2.8451851851851853
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,420,836.9399999999999,87,2.1542528735632187
47563A,RETRO LONGBOARD IRONING BOARD COVER,343,836.62,151,3.3438410596026493
47367B,PAIR PADDED HANGERS PINK CHECK,242,834.95,95,3.5288541666666666
22785,SQUARECUSHION COVER PINK UNION FLAG,119,833.8199999999999,52,7.384038461538462
21286,RETROSPOT CANDLE  LARGE,711,833.75,52,2.3419230769230768
84849A,HELLO SAILOR BLUE SOAP HOLDER,470,833.57,103,2.2339423076923075
23523,TREASURE AHOY WALL ART,270,833.46,16,3.585
20776,ABSTRACT CIRCLES NOTEBOOK,3258,832.66,84,1.7828235294117647
85196,EASTER BUNNIES ON A STICK,1564,831.04,71,0.875492957746479
85213,MINI  ZINC GARDEN DECORATIONS,1378,829.0,80,1.051
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,267,827.3,79,3.453625
23017,APOTHECARY MEASURING JAR,67,826.28,22,12.759545454545453
85188A,GREEN METAL SWINGING BUNNY,944,824.9699999999999,105,1.0245714285714285
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,169,824.95,22,6.8
21654,RIDGED GLASS FINGER BOWL,1183,820.2099999999999,82,1.2796385542168673
23186,FRENCH STYLE STORAGE JAR CAFE,1982,819.4599999999999,70,0.3409859154929577
22685,FRENCH BLUE METAL DOOR SIGN 0,621,818.33,106,1.5641509433962266
37494A,FAIRY CAKE CERAMIC BUTTER DISH,241,817.6,54,4.563148148148148
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,134,817.6,61,8.058225806451611
85187,S/12 MINI RABBIT EASTER,479,816.48,109,1.9455357142857141
21719,LOVELY BONBON STICKER SHEET,906,813.14,141,1.0726573426573425
20833,SHAKER THROW  QUILTED,52,811.8,5,27.630000000000003
21374,MIRRORED WALL ART SKULLS,470,809.67,71,2.8980281690140846
85145,JARDIN ETCHED GLASS LARGE BELL JAR,91,809.05,30,9.403333333333334
20769,DAISY JOURNAL,438,808.81,79,2.561625
47594B,SCOTTIES DESIGN WASHBAG,408,808.39,122,2.1536065573770493
84922,PINK BUTTERFLY WASHBAG,342,808.22,17,5.865882352941177
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,422,808.16,22,2.0316666666666667
21454,PAINTED PINK RABBIT,937,807.6,194,0.9064974619289339
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,91,806.58,67,9.474626865671642
84767,ZINC POLICE BOX LANTERN,195,806.22,6,7.395
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,726,806.16,95,2.225520833333333
84920,PINK FLOWER FABRIC PONY,201,805.38,88,4.446590909090909
37333,"RETRO ""TEA FOR ONE""",145,805.1,58,6.922586206896551
21222,SET/4 BADGES BEETLES,621,804.65,133,1.5156716417910447
23409,PHOTO FRAME LINEN AND LACE LARGE,215,801.68,43,3.8148837209302324
85044,RED REINDEER STRING OF 20 LIGHTS,149,801.4,40,6.930249999999999
16011,ANIMAL STICKERS,3812,799.3199999999999,112,0.20955357142857142
22825,DECORATIVE PLANT POT WITH FRIEZE,100,799.02,38,8.34
20699,MOUSEY LONG LEGS SOFT TOY,294,797.96,88,3.062134831460674
23524,HORSE & PONY WALL ART,256,797.31,17,3.594705882352941
21455,PAINTED YELLOW WOODEN DAISY,901,797.27,167,0.9351461988304094
20997,ROSE DU SUD CUSHION COVER,170,796.74,83,4.718433734939759
21285,RETROSPOT CANDLE  MEDIUM,744,796.4,63,2.0114285714285716
21558,SKULL LUNCHBOX WITH CUTLERY,298,796.12,65,3.2686153846153845
22058,CERAMIC LOVE HEARTS DESIGN MUG,520,795.72,103,1.663181818181818
23487,SWEET HEART CAKE CARRIER,80,795.5799999999999,44,10.365454545454545
17129F,DEEP BLUE GLASS GEMS IN BAG,669,794.46,64,1.4227692307692306
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,650,793.3399999999999,51,2.3296153846153844
35915C,PEACH KNITTED HEN,662,793.32,82,1.3530487804878046
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,573,792.73,129,2.3022307692307695
23106,ZINC HEARTS PLANT POT HOLDER,283,792.47,52,2.9438461538461542
23519,EMBROIDERED RIBBON REEL CLAIRE,224,792.31,24,4.484583333333333
85017A,ENVELOPE 50 ROMANTIC IMAGES,1157,792.15,174,0.8269142857142857
45008C,DECORATIVE NET CANOPY CREAM,83,792.0699999999999,34,12.162647058823529
22785,CUSHION COVER PINK UNION FLAG,120,792.0600000000001,28,7.452142857142857
23335,EGG FRYING PAN IVORY,377,790.78,96,2.3288659793814435
37330,SPOTS MUG,437,790.7,21,2.2990476190476192
21286,RETRO SPOT CANDLE  LARGE,295,789.26,49,3.518367346938775
23568,EGG CUP HENRIETTA HEN CREAM,630,787.52,48,1.7454166666666666
22414,DOOR MAT NEIGHBOURHOOD WITCH,95,783.87,51,9.332745098039217
22408,MONEY BOX CONFECTIONERY DESIGN,638,783.67,94,1.467157894736842
72799C,PINK PILLAR CANDLE SILVER FLOCK,471,783.1,48,3.06625
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,823,783.01,191,1.209371727748691
20989,URBAN CHIC CHOPSTICKS SET/5,407,782.18,57,2.269824561403509
22204,MILK PAN BLUE POLKADOT,226,782.16,92,3.7533333333333334
84247E,PACK/12 XMAS FUN CARD,270,780.26,59,2.993389830508475
37461,FUNKY MONKEY MUG,742,778.64,95,1.61
21456,2 PICTURE BOOK EGGS EASTER CHICKS,738,776.05,65,1.447878787878788
90200B,BLACK SWEETHEART BRACELET,183,775.45,84,4.226190476190476
84029C,BROWN FURRY HOT WATER BOTTLE,205,773.97,49,4.62204081632653
21015,DARK BIRD HOUSE TREE DECORATION,1700,771.73,186,0.7685106382978723
23115,RED APPLES CHOPPING BOARD,152,770.32,45,5.8406666666666665
22684,FRENCH BLUE METAL DOOR SIGN 9,562,769.86,108,1.7085454545454546
21723,ALPHABET HEARTS STICKER SHEET,866,769.13,135,1.0296323529411764
20910,VINTAGE PHOTO ALBUM PARIS DAYS,106,769.12,47,8.377872340425531
22985,WRAP BILLBOARD FONTS DESIGN,1831,769.02,64,0.42
84761,IVORY HANGING BIRD PLANTER,276,768.8499999999999,61,3.122295081967213
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,167,767.75,22,6.479545454545455
84712B,PINK JEWELLED PHOTO FRAME,98,767.1600000000001,60,7.797
72755C,FLOWER FAIRY OIL BURNER SET ROSE,592,767.0,14,1.8928571428571428
35095B,RED VICTORIAN FABRIC OVAL BOX,1952,766.64,177,0.6162146892655367
23140,TRIPLE WIRE HOOK IVORY HEART,182,766.1,52,4.535769230769231
16259,PIECE OF CAMO STATIONERY SET,5473,766.09,55,0.14618181818181816
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,357,765.39,87,2.561818181818182
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,345,765.02,28,3.872068965517241
84963A,PINK PAINTED KASHMIRI CHAIR,23,763.35,9,41.738888888888894
23550,WRAP ALPHABET POSTER,1855,763.1,64,0.41875
35811A,ENAMEL PINK SUGAR CONTAINER,434,762.97,84,2.913809523809524
23006,TRAVEL CARD WALLET FLOWER MEADOW,1758,762.75,173,0.5191907514450866
23458,DOLLY CABINET 3 DRAWERS,51,762.4499999999999,30,14.95
22492,MINI PAINT SET VINTAGE  BOY+ GIRL,1260,761.4,18,0.6444444444444444
84762C,GREEN PICNIC BARBECUE BUCKET,105,761.25,43,8.556511627906977
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,163,760.95,68,4.781323529411765
23025,DRAWER KNOB VINTAGE GLASS BALL,350,760.8000000000001,54,2.269814814814815
23524,WALL ART HORSE & PONY,225,760.3199999999999,46,4.593478260869565
23123,COCKTAIL SWORDS 50 PIECES,935,759.57,95,1.014421052631579
21298,EDWARDIAN 2 DRAWER WALL CABINET,52,755.8,14,19.37857142857143
85135A,YELLOW DRAGONFLY HELICOPTER,94,754.59,63,8.032380952380953
90209C,PINK ENAMEL+GLASS HAIR COMB,399,754.46,66,2.0842424242424245
47581B,FAIRY CAKE WICKER PICNIC BASKET,46,753.77,36,16.319444444444443
22124,SET OF 2 TEA TOWELS PING MICROWAVE,298,751.93,132,2.7221969696969697
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,810,751.68,57,1.0298360655737704
21194,PINK  HONEYCOMB PAPER FAN,578,751.5,95,2.028659793814433
23124,18PC WOODEN CUTLERY SET DISPOSABLE,567,751.38,43,1.751627906976744
84653,GREEN ROSE QUILT,14,750.48,12,54.88166666666667
23223,CHRISTMAS TREE HANGING SILVER,801,750.19,88,1.089438202247191
21344,MOROCCAN BEATEN METAL DISH,166,749.8199999999999,26,8.916153846153845
90200A,PURPLE SWEETHEART BRACELET,177,749.69,99,4.227171717171717
84615,PINK ROUND BUTTERFLY MIRROR,240,748.48,21,5.614285714285714
35647,VINTAGE BEAD PINK SHADE,563,748.24,74,1.7655999999999998
84620,BLUE GINGHAM ROSE CUSHION COVER,121,746.61,50,6.5352
84663A,GRASS HOPPER WOODEN WALL CLOCK,373,746.39,64,4.415
21284,RETRO SPOT CANDLE  SMALL,408,744.75,60,2.3819999999999997
84842,HELLO SAILOR BATHROOM SET,1505,744.15,35,4.434571428571429
21319,GLASS CHALICE GREEN  SMALL,508,743.61,65,1.9736923076923076
72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,674,743.26,46,2.9821739130434786
23282,FOLDING BUTTERFLY MIRROR IVORY,794,742.9200000000001,133,1.2622222222222224
84689,S/2 BEACH HUT TREASURE CHESTS,312,742.9,40,5.3012500000000005
22676,"FRENCH BLUE METAL DOOR SIGN, 1",577,742.67,79,1.439
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,518,742.56,98,2.524387755102041
84821,DANISH ROSE DELUXE COASTER,1318,742.5,74,0.7973333333333333
21391,FRENCH EMROIDR LAVENDER SCENT HEART,341,741.6,67,2.443970588235294
21503,TOYBOX  WRAP,1801,740.42,64,0.41875
23114,VINTAGE LEAF CHOPPING BOARD,149,737.95,45,5.451333333333333
85130C,BEADED CRYSTAL HEART BLUE  LARGE,659,737.89,68,1.3602898550724638
84033,FLAG OF ST GEORGE,392,735.38,49,3.4215999999999998
22638,SET OF 4 NAPKIN CHARMS CROWNS,405,735.23,74,2.3525675675675677
84715,SET OF 6 ICE CREAM SKITTLES,241,734.8900000000001,47,3.393617021276596
90161B,ANT COPPER TURQ BOUDICCA BRACELET,147,734.16,76,5.021578947368421
84708B,PINK JEWELLED PHOTO FRAME,142,732.79,53,5.391851851851852
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,824,732.4200000000001,99,0.8976767676767677
ADJUST2,Adjustment by Peter on Jun 25 2010,3,731.0500000000001,3,243.68333333333337
85131B,BEADED CRYSTAL HEART GREEN ON STICK,948,730.74,216,0.8603703703703703
90209B,GREEN ENAMEL+GLASS HAIR COMB,380,730.66,97,2.0865306122448977
47503F,ASS FLORAL PRINT TORCH,2567,729.9499999999999,11,1.5227272727272727
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,560,728.97,88,2.1554545454545457
72800B,S/4 PURPLE DINNER CANDLE BLK FLOCK,650,728.67,34,2.823611111111111
84971L,LARGE HEART FLOWERS HOOK,587,728.43,59,1.5868333333333333
21443,OLIVE CHALET BIRDFEEDER,257,727.9300000000001,26,4.631923076923077
20657,TROPICAL LUGGAGE TAG,1877,726.47,118,1.3230508474576272
21415,CLAM SHELL SMALL,348,726.16,82,2.6460975609756097
85230F,JASMINE VOTIVE CANDLE,2946,725.7,62,0.2770967741935484
35095A,BLUE VICTORIAN FABRIC OVAL BOX,1809,725.5600000000001,166,0.6371686746987951
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,251,724.59,43,3.2853488372093027
85088,CANDY SPOT HAND BAG,347,723.85,78,2.3424050632911393
84595E,LARGE TORTILLA DESIGN RED BOWL,367,723.57,43,3.282093023255814
21393,BLUE  SPOTTY PUDDING BOWL,2679,723.55,28,2.3310714285714282
84976,RECTANGULAR SHAPED MIRROR,674,722.76,56,1.6939285714285715
20701,PINK CAT FLORAL CUSHION COVER,353,721.49,50,4.416
10134,COLOURING PENCILS BROWN TUBE,625,721.13,52,1.2907407407407407
